year,county,state,county_name,income,perc_change,est_mortgage,income_needed,actual_needed_diff,actual_needed_ratio
 2021,Baraga,MI,"Baraga, MI",41772,5,627,26871,14901,1.55
 2019,Barber,KS,"Barber, KS",44905,0,628,26914,17991,1.67
 2020,Barber,KS,"Barber, KS",51763,15,739,31671,20092,1.63
 2021,Barber,KS,"Barber, KS",56193,9,309,13243,42950,4.24
 2019,Barbour,AL,"Barbour, AL",34870,0,889,38100,-3230,0.92
 2020,Barbour,AL,"Barbour, AL",37120,7,894,38314,-1194,0.97
 2021,Barbour,AL,"Barbour, AL",40428,9,1253,53700,-13272,0.75
 2019,Barbour,WV,"Barbour, WV",35788,0,569,24386,11402,1.47
 2020,Barbour,WV,"Barbour, WV",38258,7,536,22971,15287,1.67
 2021,Barbour,WV,"Barbour, WV",40576,6,414,17743,22833,2.29
 2019,Barnes,ND,"Barnes, ND",55652,0,747,32014,23638,1.74
 2020,Barnes,ND,"Barnes, ND",63045,13,884,37886,25159,1.66
 2021,Barnes,ND,"Barnes, ND",66463,5,867,37157,29306,1.79
 2019,Barnstable,MA,"Barnstable, MA",74107,0,2804,120171,-46064,0.62
 2020,Barnstable,MA,"Barnstable, MA",79136,7,2848,122057,-42921,0.65
 2021,Barnstable,MA,"Barnstable, MA",83191,5,3752,160800,-77609,0.52
 2019,Barnwell,SC,"Barnwell, SC",35568,0,598,25629,9939,1.39
 2020,Barnwell,SC,"Barnwell, SC",38813,9,425,18214,20599,2.13
 2021,Barnwell,SC,"Barnwell, SC",41828,8,1010,43286,-1458,0.97
 2019,Barren,KY,"Barren, KY",37317,0,697,29871,7446,1.25
 2020,Barren,KY,"Barren, KY",40241,8,789,33814,6427,1.19
 2021,Barren,KY,"Barren, KY",43678,9,919,39386,4292,1.11
 2019,Barron,WI,"Barron, WI",50289,0,950,40714,9575,1.24
 2020,Barron,WI,"Barron, WI",53375,6,1009,43243,10132,1.23
 2021,Barron,WI,"Barron, WI",56898,7,1220,52286,4612,1.09
 2019,Barrow,GA,"Barrow, GA",38623,0,1168,50057,-11434,0.77
 2020,Barrow,GA,"Barrow, GA",41378,7,1203,51557,-10179,0.8
 2021,Barrow,GA,"Barrow, GA",44534,8,1343,57557,-13023,0.77
 2019,Barry,MI,"Barry, MI",46199,0,1089,46671,-472,0.99
 2020,Barry,MI,"Barry, MI",49975,8,1115,47786,2189,1.05
 2021,Barry,MI,"Barry, MI",52951,6,1270,54429,-1478,0.97
 2019,Barry,MO,"Barry, MO",36511,0,870,37286,-775,0.98
 2020,Barry,MO,"Barry, MO",38718,6,870,37286,1432,1.04
 2021,Barry,MO,"Barry, MO",41248,7,1050,45000,-3752,0.92
 2019,Bartholomew,IN,"Bartholomew, IN",54102,0,1325,56786,-2684,0.95
 2020,Bartholomew,IN,"Bartholomew, IN",57535,6,1209,51814,5721,1.11
 2021,Bartholomew,IN,"Bartholomew, IN",61136,6,1426,61114,22,1
 2019,Barton,KS,"Barton, KS",49043,0,531,22757,26286,2.16
 2020,Barton,KS,"Barton, KS",51237,5,532,22800,28437,2.25
 2021,Barton,KS,"Barton, KS",53532,5,521,22329,31203,2.4
 2019,Barton,MO,"Barton, MO",35273,0,456,19543,15730,1.8
 2020,Barton,MO,"Barton, MO",40842,16,421,18043,22799,2.26
 2021,Barton,MO,"Barton, MO",42329,4,576,24686,17643,1.71
 2019,Bartow,GA,"Bartow, GA",40386,0,1124,48171,-7785,0.84
 2020,Bartow,GA,"Bartow, GA",43775,8,1164,49886,-6111,0.88
 2021,Bartow,GA,"Bartow, GA",47162,8,1514,64886,-17724,0.73
 2019,Bastrop,TX,"Bastrop, TX",37749,0,1368,58629,-20880,0.64
 2020,Bastrop,TX,"Bastrop, TX",39956,6,1465,62786,-22830,0.64
 2021,Bastrop,TX,"Bastrop, TX",44230,11,2188,93771,-49541,0.47
 2019,Bates,MO,"Bates, MO",40670,0,693,29700,10970,1.37
 2020,Bates,MO,"Bates, MO",44537,10,839,35957,8580,1.24
 2021,Bates,MO,"Bates, MO",46821,5,822,35229,11592,1.33
 2019,Bath,KY,"Bath, KY",30954,0,758,32486,-1532,0.95
 2020,Bath,KY,"Bath, KY",34299,11,824,35314,-1015,0.97
 2021,Bath,KY,"Bath, KY",37710,10,1219,52243,-14533,0.72
 2019,Bath,VA,"Bath, VA",64918,0,2123,90986,-26068,0.71
 2020,Bath,VA,"Bath, VA",68508,6,1779,76243,-7735,0.9
 2021,Bath,VA,"Bath, VA",72157,5,2058,88200,-16043,0.82
 2019,Baxter,AR,"Baxter, AR",38535,0,925,39643,-1108,0.97
 2020,Baxter,AR,"Baxter, AR",40968,6,975,41786,-818,0.98
 2021,Baxter,AR,"Baxter, AR",43479,6,1163,49843,-6364,0.87
 2019,Bay,FL,"Bay, FL",46452,0,1508,64629,-18177,0.72
 2020,Bay,FL,"Bay, FL",50394,9,1407,60300,-9906,0.84
 2021,Bay,FL,"Bay, FL",53980,7,1888,80914,-26934,0.67
 2019,Bay,MI,"Bay, MI",43230,0,445,19071,24159,2.27
 2020,Bay,MI,"Bay, MI",47430,10,434,18600,28830,2.55
 2021,Bay,MI,"Bay, MI",50396,6,559,23957,26439,2.1
 2019,Bayfield,WI,"Bayfield, WI",48197,0,1092,46800,1397,1.03
 2020,Bayfield,WI,"Bayfield, WI",50826,6,1214,52029,-1203,0.98
 2021,Bayfield,WI,"Bayfield, WI",53902,6,1815,77786,-23884,0.69
 2019,Baylor,TX,"Baylor, TX",48504,0,370,15857,32647,3.06
 2020,Baylor,TX,"Baylor, TX",54941,13,432,18514,36427,2.97
 2021,Baylor,TX,"Baylor, TX",58779,7,718,30771,28008,1.91
 2019,Beadle,SD,"Beadle, SD",48558,0,757,32443,16115,1.5
 2020,Beadle,SD,"Beadle, SD",52156,7,743,31843,20313,1.64
 2021,Beadle,SD,"Beadle, SD",55409,6,811,34757,20652,1.59
 2019,Bear Lake,ID,"Bear Lake, ID",40547,0,1420,60857,-20310,0.67
 2020,Bear Lake,ID,"Bear Lake, ID",43776,8,1844,79029,-35253,0.55
 2021,Bear Lake,ID,"Bear Lake, ID",45385,4,3433,147129,-101744,0.31
 2019,Beaufort,NC,"Beaufort, NC",46467,0,1207,51729,-5262,0.9
 2020,Beaufort,NC,"Beaufort, NC",49748,7,1246,53400,-3652,0.93
 2021,Beaufort,NC,"Beaufort, NC",54165,9,1342,57514,-3349,0.94
 2019,Beaufort,SC,"Beaufort, SC",63489,0,2106,90257,-26768,0.7
 2020,Beaufort,SC,"Beaufort, SC",66301,4,2138,91629,-25328,0.72
 2021,Beaufort,SC,"Beaufort, SC",70166,6,2583,110700,-40534,0.63
 2019,Beauregard,LA,"Beauregard, LA",44208,0,899,38529,5679,1.15
 2020,Beauregard,LA,"Beauregard, LA",47500,7,966,41400,6100,1.15
 2021,Beauregard,LA,"Beauregard, LA",50015,5,800,34286,15729,1.46
 2019,Beaver,OK,"Beaver, OK",55602,0,423,18129,37473,3.07
 2020,Beaver,OK,"Beaver, OK",56870,2,354,15171,41699,3.75
 2021,Beaver,OK,"Beaver, OK",65668,16,484,20743,44925,3.17
 2019,Beaver,PA,"Beaver, PA",49021,0,730,31286,17735,1.57
 2020,Beaver,PA,"Beaver, PA",53495,9,848,36343,17152,1.47
 2021,Beaver,PA,"Beaver, PA",56452,6,893,38271,18181,1.48
 2019,Beaver,UT,"Beaver, UT",36202,0,838,35914,288,1.01
 2020,Beaver,UT,"Beaver, UT",43658,21,843,36129,7529,1.21
 2021,Beaver,UT,"Beaver, UT",46960,8,1667,71443,-24483,0.66
 2019,Beaverhead,MT,"Beaverhead, MT",48960,0,1342,57514,-8554,0.85
 2020,Beaverhead,MT,"Beaverhead, MT",53114,9,1396,59829,-6715,0.89
 2021,Beaverhead,MT,"Beaverhead, MT",54430,3,1353,57986,-3556,0.94
 2019,Becker,MN,"Becker, MN",48118,0,1402,60086,-11968,0.8
 2020,Becker,MN,"Becker, MN",51710,8,1436,61543,-9833,0.84
 2021,Becker,MN,"Becker, MN",56147,9,1718,73629,-17482,0.76
 2019,Beckham,OK,"Beckham, OK",37090,0,693,29700,7390,1.25
 2020,Beckham,OK,"Beckham, OK",37821,2,704,30171,7650,1.25
 2021,Beckham,OK,"Beckham, OK",40147,6,767,32871,7276,1.22
 2019,Bedford,PA,"Bedford, PA",42995,0,678,29057,13938,1.48
 2020,Bedford,PA,"Bedford, PA",46031,7,725,31071,14960,1.48
 2021,Bedford,PA,"Bedford, PA",49916,8,754,32314,17602,1.54
 2019,Bedford,TN,"Bedford, TN",39243,0,1256,53829,-14586,0.73
 2020,Bedford,TN,"Bedford, TN",41608,6,1237,53014,-11406,0.78
 2021,Bedford,TN,"Bedford, TN",46083,11,1860,79714,-33631,0.58
 2019,Bedford,VA,"Bedford, VA",48174,0,927,39729,8445,1.21
 2020,Bedford,VA,"Bedford, VA",51062,6,1510,64714,-13652,0.79
 2021,Bedford,VA,"Bedford, VA",53861,6,1886,80829,-26968,0.67
 2019,Bee,TX,"Bee, TX",31593,0,728,31200,393,1.01
 2020,Bee,TX,"Bee, TX",32880,4,640,27429,5451,1.2
 2021,Bee,TX,"Bee, TX",34738,6,953,40843,-6105,0.85
 2019,Belknap,NH,"Belknap, NH",64287,0,1442,61800,2487,1.04
 2020,Belknap,NH,"Belknap, NH",67965,6,1467,62871,5094,1.08
 2021,Belknap,NH,"Belknap, NH",71958,6,2065,88500,-16542,0.81
 2019,Bell,KY,"Bell, KY",32028,0,435,18643,13385,1.72
 2020,Bell,KY,"Bell, KY",37095,16,599,25671,11424,1.45
 2021,Bell,KY,"Bell, KY",41763,13,529,22671,19092,1.84
 2019,Bell,TX,"Bell, TX",43781,0,1067,45729,-1948,0.96
 2020,Bell,TX,"Bell, TX",46459,6,1099,47100,-641,0.99
 2021,Bell,TX,"Bell, TX",49405,6,1331,57043,-7638,0.87
 2019,Belmont,OH,"Belmont, OH",41870,0,636,27257,14613,1.54
 2020,Belmont,OH,"Belmont, OH",42535,2,478,20486,22049,2.08
 2021,Belmont,OH,"Belmont, OH",45375,7,741,31757,13618,1.43
 2019,Beltrami,MN,"Beltrami, MN",43165,0,956,40971,2194,1.05
 2020,Beltrami,MN,"Beltrami, MN",47241,9,1088,46629,612,1.01
 2021,Beltrami,MN,"Beltrami, MN",50833,8,1283,54986,-4153,0.92
 2019,Ben Hill,GA,"Ben Hill, GA",31711,0,536,22971,8740,1.38
 2020,Ben Hill,GA,"Ben Hill, GA",35427,12,447,19157,16270,1.85
 2021,Ben Hill,GA,"Ben Hill, GA",38640,9,863,36986,1654,1.04
 2019,Benewah,ID,"Benewah, ID",38912,0,935,40071,-1159,0.97
 2020,Benewah,ID,"Benewah, ID",42238,9,1215,52071,-9833,0.81
 2021,Benewah,ID,"Benewah, ID",43922,4,3303,141557,-97635,0.31
 2019,Bennett,SD,"Bennett, SD",36061,0,1015,43500,-7439,0.83
 2021,Bennett,SD,"Bennett, SD",46894,11,3832,164229,-117335,0.29
 2019,Bennington,VT,"Bennington, VT",54828,0,1646,70543,-15715,0.78
 2020,Bennington,VT,"Bennington, VT",58349,6,1650,70714,-12365,0.83
 2021,Bennington,VT,"Bennington, VT",61287,5,2141,91757,-30470,0.67
 2019,Benson,ND,"Benson, ND",39623,0,544,23314,16309,1.7
 2020,Benson,ND,"Benson, ND",49406,25,1102,47229,2177,1.05
 2021,Benson,ND,"Benson, ND",55282,12,1175,50357,4925,1.1
 2019,Bent,CO,"Bent, CO",27231,0,508,21771,5460,1.25
 2020,Bent,CO,"Bent, CO",29796,9,513,21986,7810,1.36
 2021,Bent,CO,"Bent, CO",32716,10,693,29700,3016,1.1
 2019,Benton,AR,"Benton, AR",86848,0,1409,60386,26462,1.44
 2020,Benton,AR,"Benton, AR",86938,0,1447,62014,24924,1.4
 2021,Benton,AR,"Benton, AR",91687,6,1783,76414,15273,1.2
 2019,Benton,IA,"Benton, IA",54238,0,762,32657,21581,1.66
 2020,Benton,IA,"Benton, IA",57560,6,668,28629,28931,2.01
 2021,Benton,IA,"Benton, IA",63072,10,666,28543,34529,2.21
 2019,Benton,IN,"Benton, IN",41626,0,440,18857,22769,2.21
 2020,Benton,IN,"Benton, IN",47708,15,321,13757,33951,3.47
 2021,Benton,IN,"Benton, IN",53602,12,686,29400,24202,1.82
 2019,Benton,MN,"Benton, MN",45691,0,1130,48429,-2738,0.94
 2020,Benton,MN,"Benton, MN",49675,9,1181,50614,-939,0.98
 2021,Benton,MN,"Benton, MN",53214,7,1441,61757,-8543,0.86
 2019,Benton,MO,"Benton, MO",38951,0,766,32829,6122,1.19
 2020,Benton,MO,"Benton, MO",40715,5,735,31500,9215,1.29
 2021,Benton,MO,"Benton, MO",43097,6,965,41357,1740,1.04
 2019,Benton,MS,"Benton, MS",34858,0,480,20571,14287,1.69
 2020,Benton,MS,"Benton, MS",37877,9,785,33643,4234,1.13
 2021,Benton,MS,"Benton, MS",41767,10,660,28286,13481,1.48
 2019,Benton,OR,"Benton, OR",47290,0,2316,99257,-51967,0.48
 2020,Benton,OR,"Benton, OR",50628,7,2120,90857,-40229,0.56
 2021,Benton,OR,"Benton, OR",54174,7,2527,108300,-54126,0.5
 2019,Benton,TN,"Benton, TN",35071,0,831,35614,-543,0.98
 2020,Benton,TN,"Benton, TN",38021,8,955,40929,-2908,0.93
 2021,Benton,TN,"Benton, TN",40963,8,980,42000,-1037,0.98
 2019,Benton,WA,"Benton, WA",48522,0,1623,69557,-21035,0.7
 2020,Benton,WA,"Benton, WA",51895,7,1906,81686,-29791,0.64
 2021,Benton,WA,"Benton, WA",54958,6,2563,109843,-54885,0.5
 2019,Benzie,MI,"Benzie, MI",47113,0,1323,56700,-9587,0.83
 2020,Benzie,MI,"Benzie, MI",52273,11,1250,53571,-1298,0.98
 2021,Benzie,MI,"Benzie, MI",54684,5,1698,72771,-18087,0.75
 2019,Bergen,NJ,"Bergen, NJ",87903,0,2773,118843,-30940,0.74
 2020,Bergen,NJ,"Bergen, NJ",90759,3,3042,130371,-39612,0.7
 2021,Bergen,NJ,"Bergen, NJ",97343,7,2874,123171,-25828,0.79
 2019,Berkeley,SC,"Berkeley, SC",43510,0,1394,59743,-16233,0.73
 2020,Berkeley,SC,"Berkeley, SC",45454,5,1438,61629,-16175,0.74
 2021,Berkeley,SC,"Berkeley, SC",48919,8,1844,79029,-30110,0.62
 2019,Berkeley,WV,"Berkeley, WV",44030,0,1100,47143,-3113,0.93
 2020,Berkeley,WV,"Berkeley, WV",46686,6,1144,49029,-2343,0.95
 2021,Berkeley,WV,"Berkeley, WV",49759,7,1435,61500,-11741,0.81
 2019,Berks,PA,"Berks, PA",50657,0,973,41700,8957,1.21
 2020,Berks,PA,"Berks, PA",55045,9,1179,50529,4516,1.09
 2021,Berks,PA,"Berks, PA",57970,5,1153,49414,8556,1.17
 2019,Berkshire,MA,"Berkshire, MA",56861,0,1769,75814,-18953,0.75
 2020,Berkshire,MA,"Berkshire, MA",61586,8,1885,80786,-19200,0.76
 2021,Berkshire,MA,"Berkshire, MA",65050,6,2336,100114,-35064,0.65
 2019,Bernalillo,NM,"Bernalillo, NM",46130,0,1204,51600,-5470,0.89
 2020,Bernalillo,NM,"Bernalillo, NM",49817,8,1341,57471,-7654,0.87
 2021,Bernalillo,NM,"Bernalillo, NM",53616,8,1621,69471,-15855,0.77
 2019,Berrien,GA,"Berrien, GA",34454,0,635,27214,7240,1.27
 2020,Berrien,GA,"Berrien, GA",37305,8,689,29529,7776,1.26
 2021,Berrien,GA,"Berrien, GA",39945,7,714,30600,9345,1.31
 2019,Berrien,MI,"Berrien, MI",49735,0,1502,64371,-14636,0.77
 2020,Berrien,MI,"Berrien, MI",54303,9,1466,62829,-8526,0.86
 2021,Berrien,MI,"Berrien, MI",59656,10,1606,68829,-9173,0.87
 2019,Bertie,NC,"Bertie, NC",39224,0,441,18900,20324,2.08
 2020,Bertie,NC,"Bertie, NC",42000,7,404,17314,24686,2.43
 2021,Bertie,NC,"Bertie, NC",48377,15,644,27600,20777,1.75
 2019,Bethel,AK,"Bethel, AK",44649,0,1575,67500,-22851,0.66
 2020,Bethel,AK,"Bethel, AK",46299,4,1407,60300,-14001,0.77
 2021,Bethel,AK,"Bethel, AK",48189,4,2218,95057,-46868,0.51
 2019,Bexar,TX,"Bexar, TX",47081,0,1295,55500,-8419,0.85
 2020,Bexar,TX,"Bexar, TX",48348,3,1261,54043,-5695,0.89
 2021,Bexar,TX,"Bexar, TX",51780,7,1450,62143,-10363,0.83
 2019,Bibb,AL,"Bibb, AL",31800,0,757,32443,-643,0.98
 2020,Bibb,AL,"Bibb, AL",34598,9,815,34929,-331,0.99
 2021,Bibb,AL,"Bibb, AL",36892,7,637,27300,9592,1.35
 2019,Bibb,GA,"Bibb, GA",40356,0,640,27429,12927,1.47
 2020,Bibb,GA,"Bibb, GA",43592,8,675,28929,14663,1.51
 2021,Bibb,GA,"Bibb, GA",46781,7,725,31071,15710,1.51
 2019,Bienville,LA,"Bienville, LA",39088,0,391,16757,22331,2.33
 2020,Bienville,LA,"Bienville, LA",42743,9,465,19929,22814,2.14
 2021,Bienville,LA,"Bienville, LA",46442,9,471,20186,26256,2.3
 2019,Big Horn,MT,"Big Horn, MT",31525,0,851,36471,-4946,0.86
 2020,Big Horn,MT,"Big Horn, MT",35760,13,767,32871,2889,1.09
 2021,Big Horn,MT,"Big Horn, MT",36517,2,1037,44443,-7926,0.82
 2019,Big Horn,WY,"Big Horn, WY",40898,0,820,35143,5755,1.16
 2020,Big Horn,WY,"Big Horn, WY",45433,11,919,39386,6047,1.15
 2021,Big Horn,WY,"Big Horn, WY",47259,4,1422,60943,-13684,0.78
 2019,Big Stone,MN,"Big Stone, MN",49836,0,363,15557,34279,3.2
 2020,Big Stone,MN,"Big Stone, MN",58966,18,531,22757,36209,2.59
 2021,Big Stone,MN,"Big Stone, MN",64816,10,1110,47571,17245,1.36
 2019,Billings,ND,"Billings, ND",79623,0,1862,79800,-177,1
 2020,Billings,ND,"Billings, ND",83228,5,3100,132857,-49629,0.63
 2021,Billings,ND,"Billings, ND",92571,11,1423,60986,31585,1.52
 2019,Bingham,ID,"Bingham, ID",37355,0,1047,44871,-7516,0.83
 2020,Bingham,ID,"Bingham, ID",41008,10,1453,62271,-21263,0.66
 2021,Bingham,ID,"Bingham, ID",42774,4,1922,82371,-39597,0.52
 2019,Black Hawk,IA,"Black Hawk, IA",45649,0,733,31414,14235,1.45
 2020,Black Hawk,IA,"Black Hawk, IA",48983,7,766,32829,16154,1.49
 2021,Black Hawk,IA,"Black Hawk, IA",51911,6,677,29014,22897,1.79
 2019,Blackford,IN,"Blackford, IN",37571,0,258,11057,26514,3.4
 2020,Blackford,IN,"Blackford, IN",40164,7,250,10714,29450,3.75
 2021,Blackford,IN,"Blackford, IN",44325,10,711,30471,13854,1.45
 2019,Bladen,NC,"Bladen, NC",39138,0,870,37286,1852,1.05
 2020,Bladen,NC,"Bladen, NC",43369,11,944,40457,2912,1.07
 2021,Bladen,NC,"Bladen, NC",47567,10,1193,51129,-3562,0.93
 2019,Blaine,ID,"Blaine, ID",122878,0,4722,202371,-79493,0.61
 2020,Blaine,ID,"Blaine, ID",127990,4,6632,284229,-156239,0.45
 2021,Blaine,ID,"Blaine, ID",134722,5,7231,309900,-175178,0.43
 2019,Blaine,MT,"Blaine, MT",28752,0,614,26314,2438,1.09
 2020,Blaine,MT,"Blaine, MT",32137,12,664,28457,3680,1.13
 2021,Blaine,MT,"Blaine, MT",34095,6,873,37414,-3319,0.91
 2019,Blaine,NE,"Blaine, NE",58725,0,0,0,58725,0
 2020,Blaine,NE,"Blaine, NE",66390,13,779,33386,33004,1.99
 2021,Blaine,NE,"Blaine, NE",62594,-6,9593,411129,-348535,0.15
 2019,Blaine,OK,"Blaine, OK",47191,0,367,15729,31462,3
 2020,Blaine,OK,"Blaine, OK",45732,-3,559,23957,21775,1.91
 2021,Blaine,OK,"Blaine, OK",53081,16,552,23657,29424,2.24
 2019,Blair,PA,"Blair, PA",47034,0,608,26057,20977,1.81
 2020,Blair,PA,"Blair, PA",51007,8,599,25671,25336,1.99
 2021,Blair,PA,"Blair, PA",54470,7,705,30214,24256,1.8
 2019,Blanco,TX,"Blanco, TX",60511,0,2201,94329,-33818,0.64
 2020,Blanco,TX,"Blanco, TX",63932,6,1903,81557,-17625,0.78
 2021,Blanco,TX,"Blanco, TX",66088,3,2951,126471,-60383,0.52
 2019,Bleckley,GA,"Bleckley, GA",35755,0,635,27214,8541,1.31
 2020,Bleckley,GA,"Bleckley, GA",38355,7,651,27900,10455,1.37
 2021,Bleckley,GA,"Bleckley, GA",41298,8,703,30129,11169,1.37
 2019,Bledsoe,TN,"Bledsoe, TN",28598,0,848,36343,-7745,0.79
 2020,Bledsoe,TN,"Bledsoe, TN",30830,8,816,34971,-4141,0.88
 2021,Bledsoe,TN,"Bledsoe, TN",33675,9,1315,56357,-22682,0.6
 2019,Blount,AL,"Blount, AL",36542,0,908,38914,-2372,0.94
 2020,Blount,AL,"Blount, AL",38351,5,866,37114,1237,1.03
 2021,Blount,AL,"Blount, AL",42634,11,1164,49886,-7252,0.85
 2019,Blount,TN,"Blount, TN",45860,0,1372,58800,-12940,0.78
 2020,Blount,TN,"Blount, TN",49002,7,1506,64543,-15541,0.76
 2021,Blount,TN,"Blount, TN",52596,7,1918,82200,-29604,0.64
 2019,Blue Earth,MN,"Blue Earth, MN",45468,0,1206,51686,-6218,0.88
 2020,Blue Earth,MN,"Blue Earth, MN",49109,8,1266,54257,-5148,0.91
 2021,Blue Earth,MN,"Blue Earth, MN",51834,6,1301,55757,-3923,0.93
 2019,Boise,ID,"Boise, ID",47045,0,1601,68614,-21569,0.69
 2020,Boise,ID,"Boise, ID",50581,8,1711,73329,-22748,0.69
 2021,Boise,ID,"Boise, ID",53198,5,3510,150429,-97231,0.35
 2019,Bolivar,MS,"Bolivar, MS",37303,0,648,27771,9532,1.34
 2020,Bolivar,MS,"Bolivar, MS",41211,11,678,29057,12154,1.42
 2021,Bolivar,MS,"Bolivar, MS",46512,13,740,31714,14798,1.47
 2019,Bollinger,MO,"Bollinger, MO",38100,0,561,24043,14057,1.58
 2020,Bollinger,MO,"Bollinger, MO",41916,10,544,23314,18602,1.8
 2021,Bollinger,MO,"Bollinger, MO",44552,6,1038,44486,66,1
 2019,Bon Homme,SD,"Bon Homme, SD",40638,0,583,24986,15652,1.63
 2020,Bon Homme,SD,"Bon Homme, SD",42965,6,491,21043,21922,2.04
 2021,Bon Homme,SD,"Bon Homme, SD",47665,11,490,21000,26665,2.27
 2019,Bond,IL,"Bond, IL",37518,0,384,16457,21061,2.28
 2020,Bond,IL,"Bond, IL",40863,9,539,23100,17763,1.77
 2021,Bond,IL,"Bond, IL",44653,9,528,22629,22024,1.97
 2019,Bonner,ID,"Bonner, ID",44003,0,2066,88543,-44540,0.5
 2020,Bonner,ID,"Bonner, ID",47782,9,2581,110614,-62832,0.43
 2021,Bonner,ID,"Bonner, ID",49868,4,3587,153729,-103861,0.32
 2019,Bonneville,ID,"Bonneville, ID",50865,0,1355,58071,-7206,0.88
 2020,Bonneville,ID,"Bonneville, ID",55037,8,1422,60943,-5906,0.9
 2021,Bonneville,ID,"Bonneville, ID",58430,6,2184,93600,-35170,0.62
 2019,Boone,AR,"Boone, AR",36495,0,678,29057,7438,1.26
 2020,Boone,AR,"Boone, AR",38988,7,841,36043,2945,1.08
 2021,Boone,AR,"Boone, AR",42642,9,1111,47614,-4972,0.9
 2019,Boone,IA,"Boone, IA",48103,0,666,28543,19560,1.69
 2020,Boone,IA,"Boone, IA",51104,6,740,31714,19390,1.61
 2021,Boone,IA,"Boone, IA",54521,7,869,37243,17278,1.46
 2019,Boone,IL,"Boone, IL",47814,0,1106,47400,414,1.01
 2020,Boone,IL,"Boone, IL",50785,6,1063,45557,5228,1.11
 2021,Boone,IL,"Boone, IL",54496,7,1338,57343,-2847,0.95
 2019,Boone,IN,"Boone, IN",77754,0,2108,90343,-12589,0.86
 2020,Boone,IN,"Boone, IN",80234,3,1996,85543,-5309,0.94
 2021,Boone,IN,"Boone, IN",84985,6,2058,88200,-3215,0.96
 2019,Boone,KY,"Boone, KY",50245,0,1335,57214,-6969,0.88
 2020,Boone,KY,"Boone, KY",53445,6,1548,66343,-12898,0.81
 2021,Boone,KY,"Boone, KY",56759,6,1878,80486,-23727,0.71
 2019,Boone,MO,"Boone, MO",49251,0,1149,49243,8,1
 2020,Boone,MO,"Boone, MO",51723,5,1199,51386,337,1.01
 2021,Boone,MO,"Boone, MO",54522,5,1346,57686,-3164,0.95
 2019,Boone,NE,"Boone, NE",56680,0,962,41229,15451,1.37
 2020,Boone,NE,"Boone, NE",66670,18,723,30986,35684,2.15
 2021,Boone,NE,"Boone, NE",74085,11,755,32357,41728,2.29
 2019,Boone,WV,"Boone, WV",35464,0,657,28157,7307,1.26
 2020,Boone,WV,"Boone, WV",38831,10,633,27129,11702,1.43
 2021,Boone,WV,"Boone, WV",41910,8,673,28843,13067,1.45
 2020,Borden,TX,"Borden, TX",71300,-8,1103,47271,24029,1.51
 2021,Borden,TX,"Borden, TX",101470,42,1103,47271,54199,2.15
 2019,Bosque,TX,"Bosque, TX",44165,0,721,30900,13265,1.43
 2020,Bosque,TX,"Bosque, TX",46807,6,978,41914,4893,1.12
 2021,Bosque,TX,"Bosque, TX",50943,9,1275,54643,-3700,0.93
 2019,Bossier,LA,"Bossier, LA",45177,0,1187,50871,-5694,0.89
 2020,Bossier,LA,"Bossier, LA",48685,8,1107,47443,1242,1.03
 2021,Bossier,LA,"Bossier, LA",51970,7,1073,45986,5984,1.13
 2019,Botetourt,VA,"Botetourt, VA",51755,0,1268,54343,-2588,0.95
 2020,Botetourt,VA,"Botetourt, VA",54534,5,1498,64200,-9666,0.85
 2021,Botetourt,VA,"Botetourt, VA",57997,6,1700,72857,-14860,0.8
 2019,Bottineau,ND,"Bottineau, ND",60713,0,884,37886,22827,1.6
 2020,Bottineau,ND,"Bottineau, ND",68775,13,719,30814,37961,2.23
 2021,Bottineau,ND,"Bottineau, ND",69935,2,1208,51771,18164,1.35
 2019,Boulder,CO,"Boulder, CO",79698,0,3076,131829,-52131,0.6
 2020,Boulder,CO,"Boulder, CO",83173,4,3296,141257,-58084,0.59
 2021,Boulder,CO,"Boulder, CO",89593,8,3858,165343,-75750,0.54
 2019,Boundary,ID,"Boundary, ID",38708,0,1644,70457,-31749,0.55
 2020,Boundary,ID,"Boundary, ID",41509,7,1900,81429,-39920,0.51
 2021,Boundary,ID,"Boundary, ID",44200,7,2900,124286,-80086,0.36
 2019,Bourbon,KS,"Bourbon, KS",41958,0,397,17014,24944,2.47
 2020,Bourbon,KS,"Bourbon, KS",45653,9,405,17357,28296,2.63
 2021,Bourbon,KS,"Bourbon, KS",47885,5,423,18129,29756,2.64
 2019,Bourbon,KY,"Bourbon, KY",49887,0,1140,48857,1030,1.02
 2020,Bourbon,KY,"Bourbon, KY",51145,3,1511,64757,-13612,0.79
 2021,Bourbon,KY,"Bourbon, KY",55087,8,1614,69171,-14084,0.8
 2019,Bowie,TX,"Bowie, TX",41563,0,773,33129,8434,1.25
 2020,Bowie,TX,"Bowie, TX",44597,7,803,34414,10183,1.3
 2021,Bowie,TX,"Bowie, TX",47792,7,910,39000,8792,1.23
 2019,Bowman,ND,"Bowman, ND",68487,0,777,33300,35187,2.06
 2020,Bowman,ND,"Bowman, ND",69660,2,723,30986,38674,2.25
 2021,Bowman,ND,"Bowman, ND",77069,11,685,29357,47712,2.63
 2019,Box Butte,NE,"Box Butte, NE",48835,0,637,27300,21535,1.79
 2020,Box Butte,NE,"Box Butte, NE",50917,4,471,20186,30731,2.52
